I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
433.71,428.83,472.75,526.43,458.11,448.35,482.51,467.87,360.51,360.51,389.79,399.55
394.36,384.6,428.52,487.08,418.76,404.12,443.16,423.64,321.16,306.52,345.56,355.32
328.03,318.27,357.31,410.99,352.43,337.79,376.83,362.19,259.71,245.07,288.99,288.99
258.73,258.73,302.65,346.57,278.25,278.25,307.53,283.13,190.41,175.77,219.69,219.69
231.2,245.84,294.64,323.92,245.84,270.24,275.12,255.6,153.12,143.36,177.52,187.28
272.41,287.05,326.09,345.61,282.17,306.57,306.57,287.05,179.69,174.81,213.85,223.61
336.08,360.48,404.4,414.16,345.84,380.0,370.24,345.84,238.48,238.48,292.16,287.28
409.51,429.03,468.07,477.83,419.27,448.55,448.55,424.15,311.91,311.91,355.83,370.47
445.84,436.08,470.24,519.04,465.36,450.72,480.0,460.48,348.24,338.48,387.28,401.92
423.19,403.67,437.83,501.27,447.59,418.31,467.11,437.83,330.47,315.83,364.63,379.27
349.01,324.61,368.53,451.49,383.17,344.13,412.45,383.17,275.81,261.17,305.09,309.97
277.8,268.04,311.96,370.52,302.2,287.56,326.6,302.2,199.72,180.2,209.48,229.0
238.45,233.57,277.49,331.17,262.85,253.09,287.25,257.97,160.37,155.49,175.01,194.53
252.35,242.59,286.51,345.07,276.75,262.11,306.03,276.75,179.15,174.27,188.91,208.43
307.13,292.49,341.29,414.49,336.41,316.89,365.69,336.41,233.93,238.81,263.21,272.97
390.04,380.28,419.32,473.0,414.44,399.8,433.96,409.56,311.96,311.96,346.12,351.0
432.19,422.43,466.35,524.91,456.59,441.95,471.23,451.71,349.23,354.11,388.27,388.27
437.42,422.78,456.94,515.5,461.82,437.42,476.46,447.18,344.7,349.58,378.86,388.62
383.85,378.97,413.13,457.05,403.37,393.61,422.89,398.49,291.13,291.13,325.29,335.05
310.33,300.57,334.73,383.53,329.85,315.21,349.37,324.97,222.49,222.49,242.01,261.53
256.76,232.36,266.52,339.72,286.04,247.0,305.56,281.16,188.44,188.44,203.08,212.84
237.59,237.59,286.39,335.19,261.99,261.99,301.03,276.63,193.67,188.79,203.43,213.19
289.5,289.5,333.42,377.34,309.02,309.02,338.3,318.78,235.82,235.82,250.46,260.22
372.41,357.77,391.93,450.49,396.81,372.41,411.45,387.05,308.97,313.85,328.49,333.37
417.43,432.07,480.87,510.15,432.07,456.47,471.11,446.71,363.75,368.63,378.39,383.27
441.09,445.97,485.01,519.17,455.73,465.49,475.25,455.73,367.89,377.65,387.41,397.17
396.86,406.62,450.54,479.82,411.5,426.14,445.66,421.26,328.54,343.18,357.82,362.7
335.41,354.93,389.09,393.97,340.29,369.57,369.57,345.17,247.57,267.09,271.97,291.49
280.75,300.27,324.67,319.79,280.75,310.03,300.27,290.51,192.91,202.67,207.55,227.07
248.34,262.98,297.14,311.78,258.1,277.62,287.38,272.74,184.9,189.78,189.78,204.42
279.79,270.03,304.19,352.99,299.31,284.67,328.59,309.07,235.87,235.87,230.99,240.75
362.98,333.7,353.22,416.66,387.38,343.46,397.14,377.62,304.42,304.42,299.54,299.54
426.65,412.01,436.41,485.21,446.17,421.77,465.69,441.29,372.97,372.97,363.21,368.09
453.22,453.22,482.5,511.78,467.86,467.86,487.38,467.86,404.42,409.3,394.66,394.66
435.45,430.57,454.97,489.13,450.09,440.33,459.85,440.33,376.89,391.53,376.89,381.77
366.15,385.67,414.95,414.95,371.03,400.31,390.55,375.91,302.71,322.23,307.59,307.59
304.7,319.34,338.86,338.86,304.7,329.1,314.46,309.58,236.38,251.02,241.26,241.26
255.59,275.11,304.39,304.39,260.47,289.75,279.99,270.23,197.03,216.55,206.79,201.91
259.73,259.73,298.77,337.81,279.25,279.25,298.77,293.89,215.81,230.45,225.57,220.69
329.15,314.51,343.79,397.47,348.67,329.15,358.43,353.55,285.23,290.11,280.35,280.35
402.3,402.3,431.58,460.86,416.94,416.94,431.58,421.82,358.38,363.26,348.62,353.5
449.33,459.09,488.37,503.01,459.09,473.73,483.49,473.73,410.29,415.17,405.41,395.65
459.44,459.44,474.08,488.72,464.32,464.32,474.08,459.44,410.64,410.64,391.12,391.12
396.11,410.75,435.15,440.03,400.99,420.51,425.39,405.87,352.19,361.95,347.31,342.43
327.47,351.87,371.39,356.75,322.59,361.63,337.23,322.59,268.91,278.67,273.79,264.03
269.02,283.66,308.06,312.94,273.9,293.42,288.54,269.02,215.34,220.22,225.1,220.22
264.49,274.25,298.65,308.41,269.37,284.01,274.25,264.49,210.81,215.69,220.57,215.69
316.4,326.16,345.68,350.56,321.28,335.92,321.28,311.52,252.96,252.96,267.6,267.6
384.67,379.79,404.19,438.35,399.31,389.55,404.19,389.55,330.99,326.11,355.39,345.63
434.57,434.57,468.73,502.89,449.21,449.21,468.73,454.09,400.41,385.77,424.81,410.17
453.35,463.11,492.39,507.03,463.11,477.75,482.63,467.99,414.31,404.55,433.83,419.19
414.0,428.64,457.92,467.68,418.88,443.28,428.64,423.76,365.2,355.44,374.96,370.08
352.55,367.19,386.71,386.71,352.55,376.95,362.31,352.55,298.87,289.11,293.99,298.87
288.13,312.53,332.05,317.41,283.25,322.29,297.89,273.49,234.45,224.69,229.57,234.45
260.6,275.24,299.64,304.52,265.48,285.0,280.12,250.84,211.8,206.92,216.68,216.68
306.69,292.05,301.81,335.97,316.45,296.93,321.33,287.17,243.25,238.37,257.89,257.89
360.6,360.6,385.0,409.4,370.36,370.36,380.12,355.72,311.8,306.92,321.56,331.32
434.03,429.15,448.67,477.95,443.79,438.91,443.79,419.39,365.71,365.71,390.11,394.99
470.36,450.84,465.48,509.4,485.0,455.72,475.24,450.84,387.4,382.52,421.56,411.8
442.83,418.43,437.95,496.51,462.35,428.19,452.59,428.19,369.63,359.87,389.15,389.15
378.41,354.01,373.53,432.09,397.93,363.77,393.05,368.65,314.97,310.09,319.85,334.49
287.68,287.68,326.72,365.76,307.2,307.2,326.72,297.44,243.76,238.88,248.64,258.4
253.21,253.21,287.37,321.53,267.85,267.85,287.37,253.21,204.41,194.65,199.53,214.17
271.99,271.99,301.27,330.55,286.63,286.63,301.27,262.23,213.43,208.55,213.43,223.19
331.65,326.77,356.05,395.09,346.29,341.41,356.05,321.89,263.33,268.21,277.97,287.73
404.8,409.68,438.96,463.36,414.56,424.32,429.2,385.28,326.72,331.6,346.24,360.88
461.59,451.83,471.35,505.51,476.23,461.59,476.23,432.31,378.63,383.51,398.15,407.91
457.06,447.3,466.82,500.98,471.7,457.06,466.82,427.78,364.34,369.22,403.38,408.26
398.61,393.73,418.13,452.29,413.25,403.49,418.13,379.09,310.77,315.65,340.05,354.69
315.33,320.21,354.37,383.65,329.97,334.85,339.73,295.81,227.49,227.49,247.01,266.53
261.76,261.76,295.92,330.08,276.4,276.4,286.16,237.36,173.92,173.92,198.32,208.08
262.11,252.35,281.63,325.55,281.63,266.99,291.39,242.59,174.27,179.15,213.31,208.43
309.14,289.62,318.9,377.46,333.54,304.26,343.3,289.62,226.18,235.94,250.58,260.34
377.41,367.65,401.81,450.61,396.93,382.29,411.57,357.89,289.57,313.97,318.85,338.37
441.95,441.95,471.23,500.51,456.59,456.59,461.47,412.67,344.35,363.87,383.39,393.15
455.85,450.97,480.25,519.29,470.49,465.61,480.25,431.45,358.25,377.77,407.05,411.93
421.38,401.86,426.26,479.94,440.9,411.62,445.78,392.1,318.9,333.54,377.46,367.7
340.41,330.65,364.81,413.61,359.93,345.29,374.57,316.01,237.93,257.45,291.61,291.61
275.99,261.35,295.51,354.07,300.39,275.99,310.15,251.59,173.51,183.27,222.31,222.31
248.46,238.7,277.74,331.42,272.86,258.22,292.38,224.06,150.86,160.62,204.54,209.42
270.15,260.39,309.19,372.63,299.43,284.79,318.95,255.51,187.19,192.07,231.11,235.99
343.58,343.58,387.5,431.42,363.1,363.1,387.5,319.18,250.86,255.74,294.78,304.54
412.13,397.49,441.41,509.73,441.41,417.01,456.05,387.73,324.29,338.93,373.09,377.97
443.58,404.54,448.46,550.94,482.62,424.06,497.26,419.18,355.74,380.14,409.42,414.3
420.93,401.41,445.33,518.53,450.21,420.93,464.85,396.53,328.21,347.73,381.89,386.77
361.39,341.87,380.91,449.23,390.67,361.39,405.31,332.11,258.91,283.31,332.11,332.11
290.18,270.66,309.7,378.02,319.46,290.18,334.1,260.9,182.82,207.22,270.66,265.78
250.83,231.31,270.35,338.67,280.11,250.83,294.75,216.67,143.47,162.99,206.91,221.55
264.73,254.97,294.01,347.69,289.13,274.49,298.89,225.69,142.73,167.13,201.29,220.81
324.39,339.03,378.07,397.59,334.15,358.55,348.79,270.71,197.51,217.03,246.31,270.71
397.54,412.18,451.22,470.74,407.3,431.7,431.7,348.74,280.42,295.06,319.46,338.98
444.57,420.17,459.21,537.29,473.85,439.69,488.49,405.53,337.21,356.73,376.25,400.65
449.8,420.52,449.8,523.0,479.08,435.16,488.84,401.0,332.68,347.32,371.72,396.12
391.35,362.07,396.23,474.31,420.63,376.71,430.39,342.55,274.23,298.63,318.15,342.55
317.83,278.79,312.95,405.67,351.99,293.43,351.99,269.03,200.71,220.23,254.39,269.03
269.14,230.1,259.38,347.22,303.3,244.74,293.54,215.46,142.26,166.66,210.58,220.34
245.09,225.57,274.37,352.45,279.25,249.97,303.65,220.69,142.61,162.13,206.05,215.81
301.88,287.24,326.28,389.72,326.28,306.76,340.92,257.96,179.88,204.28,248.2,262.84
370.15,360.39,404.31,462.87,394.55,379.91,409.19,335.99,257.91,267.67,311.59,331.11
434.69,405.41,444.45,527.41,468.85,424.93,478.61,390.77,312.69,332.21,371.25,395.65
453.47,429.07,463.23,536.43,482.75,443.71,492.51,404.67,331.47,341.23,399.79,404.67
414.12,394.6,428.76,492.2,438.52,409.24,458.04,365.32,292.12,301.88,355.56,365.32
342.91,318.51,352.67,425.87,372.19,333.15,381.95,294.11,230.67,235.55,269.71,289.23
268.73,249.21,293.13,366.33,298.01,268.73,317.53,224.81,161.37,176.01,210.17,229.69
241.2,207.04,255.84,358.32,280.24,231.44,294.88,207.04,143.6,153.36,187.52,207.04
277.53,258.01,301.93,375.13,306.81,277.53,321.45,233.61,170.17,184.81,223.85,243.37
346.08,326.56,370.48,443.68,375.36,346.08,390.0,302.16,233.84,248.48,287.52,307.04
409.75,390.23,439.03,517.11,443.91,414.63,463.43,370.71,292.63,312.15,351.19,375.59
446.08,426.56,470.48,543.68,475.36,446.08,494.88,402.16,328.96,343.6,382.64,402.16
428.31,413.67,452.71,516.15,452.71,433.19,462.47,379.51,306.31,320.95,364.87,379.51
368.77,354.13,388.29,446.85,393.17,368.77,398.05,310.21,237.01,251.65,305.33,315.09
307.32,282.92,307.32,370.76,331.72,292.68,331.72,234.12,175.56,190.2,234.12,253.64
253.33,219.17,258.21,350.93,287.49,238.69,292.37,199.65,136.21,150.85,204.53,219.17
267.23,237.95,276.99,359.95,301.39,257.47,311.15,203.79,145.23,159.87,203.79,228.19
317.13,302.49,351.29,424.49,346.41,326.89,370.81,263.45,209.77,214.65,263.45,282.97
390.28,385.4,434.2,492.76,414.68,409.8,443.96,336.6,278.04,292.68,346.36,361.0
447.07,447.07,486.11,525.15,466.59,466.59,481.23,378.75,325.07,329.95,378.75,398.27
442.54,432.78,471.82,525.5,466.94,452.3,476.7,379.1,320.54,325.42,374.22,393.74
384.09,354.81,398.73,486.57,418.25,374.33,432.89,335.29,271.85,271.85,315.77,340.17
315.45,286.17,325.21,408.17,349.61,305.69,354.49,261.77,198.33,203.21,237.37,271.53
266.76,237.48,271.64,349.72,296.04,252.12,296.04,203.32,144.76,144.76,183.8,213.08
257.35,242.71,281.75,345.19,281.75,262.23,306.15,198.79,145.11,149.99,184.15,218.31
309.26,275.1,309.26,397.1,343.42,289.74,358.06,250.7,192.14,201.9,236.06,265.34
382.41,353.13,387.29,465.37,411.69,367.77,421.45,309.21,255.53,270.17,304.33,333.61
446.95,427.43,456.71,515.27,471.35,442.07,476.23,368.87,320.07,324.95,373.75,398.15
451.09,441.33,480.37,534.05,475.49,460.85,490.13,382.77,329.09,338.85,402.29,416.93
411.74,397.1,436.14,499.58,436.14,416.62,445.9,343.42,289.74,289.74,348.3,377.58
350.29,325.89,355.17,423.49,374.69,340.53,369.81,272.21,218.53,218.53,272.21,296.61
280.99,251.71,285.87,363.95,310.27,266.35,310.27,212.67,158.99,158.99,207.79,232.19
258.34,229.06,263.22,341.3,287.62,243.7,287.62,185.14,131.46,131.46,185.14,209.54
284.91,250.75,289.79,382.51,319.07,270.27,328.83,226.35,172.67,167.79,216.59,240.99
358.34,329.06,363.22,441.3,387.62,343.7,397.38,294.9,241.22,241.22,290.02,309.54
431.77,412.25,441.53,500.09,456.17,426.89,470.81,358.57,309.77,314.65,373.21,382.97
453.46,443.7,482.74,536.42,477.86,463.22,507.14,390.02,346.1,346.1,394.9,414.42
440.57,421.05,450.33,508.89,464.97,435.69,474.73,367.37,323.45,323.45,377.13,386.89
381.03,361.51,385.91,439.59,400.55,371.27,415.19,298.07,249.27,259.03,307.83,327.35
309.82,290.3,314.7,368.38,329.34,300.06,343.98,221.98,173.18,182.94,231.74,251.26
270.47,260.71,285.11,324.15,285.11,270.47,304.63,187.51,138.71,143.59,187.51,211.91
269.73,269.73,308.77,347.81,289.25,289.25,333.17,220.93,167.25,172.13,216.05,240.45
339.15,344.03,373.31,397.71,348.91,358.67,392.83,275.71,226.91,226.91,270.83,300.11
422.06,426.94,446.46,461.1,426.94,436.7,470.86,353.74,309.82,304.94,343.98,373.26
469.09,478.85,498.37,503.25,473.97,488.61,503.25,395.89,347.09,351.97,386.13,410.53
464.56,488.96,508.48,493.84,459.68,498.72,508.48,386.48,342.56,352.32,401.12,406.0
410.99,440.27,459.79,435.39,406.11,450.03,459.79,332.91,298.75,308.51,357.31,362.19
337.47,361.87,381.39,366.75,332.59,371.63,386.27,259.39,225.23,234.99,269.15,298.43
293.66,318.06,327.82,303.42,283.9,322.94,337.58,210.7,171.66,186.3,220.46,249.74
294.01,313.53,318.41,294.01,284.25,313.53,328.17,211.05,172.01,181.77,220.81,250.09
345.92,365.44,365.44,336.16,336.16,365.44,370.32,262.96,219.04,233.68,272.72,302.0
419.07,462.99,462.99,399.55,394.67,462.99,438.59,326.35,292.19,297.07,336.11,365.39
473.85,522.65,527.53,459.21,449.45,522.65,503.13,386.01,351.85,356.73,395.77,425.05
492.63,521.91,521.91,477.99,477.99,521.91,536.55,414.55,385.27,385.27,414.55,448.71
443.52,487.44,497.2,443.52,424.0,492.32,497.2,370.32,341.04,341.04,375.2,399.6
362.55,435.75,455.27,367.43,333.27,445.51,421.11,289.35,260.07,260.07,303.99,313.75
303.01,385.97,400.61,293.25,268.85,390.85,361.57,220.05,195.65,200.53,229.81,254.21
280.36,368.2,382.84,265.72,241.32,373.08,338.92,197.4,173.0,182.76,207.16,231.56
311.81,399.65,414.29,297.17,272.77,404.53,375.25,228.85,199.57,209.33,248.37,277.65
385.24,453.56,463.32,370.6,355.96,458.44,434.04,297.4,273.0,277.88,326.68,351.08
458.67,536.75,541.63,429.39,419.63,536.75,492.83,365.95,331.79,341.55,385.47,419.63
495.0,568.2,568.2,460.84,455.96,568.2,524.28,407.16,373.0,377.88,431.56,455.96
477.23,550.43,545.55,433.31,438.19,545.55,491.87,374.75,345.47,360.11,408.91,433.31
403.05,476.25,481.13,378.65,368.89,476.25,407.93,305.45,295.69,305.45,344.49,378.65
336.72,405.04,405.04,302.56,302.56,405.04,317.2,219.6,219.6,234.24,283.04,307.44
297.37,355.93,355.93,268.09,268.09,355.93,263.21,165.61,170.49,190.01,248.57,272.97
321.03,384.47,374.71,272.23,281.99,379.59,238.07,155.11,169.75,189.27,262.47,286.87
380.69,453.89,444.13,327.01,336.77,449.01,292.85,205.01,229.41,244.05,312.37,351.41
458.72,546.56,531.92,385.52,405.04,536.8,366.0,278.16,297.68,322.08,400.16,424.56
520.39,608.23,578.95,417.91,461.83,593.59,427.67,344.71,359.35,383.75,466.71,486.23
510.98,608.58,584.18,413.38,447.54,593.94,432.9,349.94,364.58,384.1,462.18,481.7
452.53,559.89,540.37,359.81,389.09,550.13,379.33,301.25,311.01,320.77,393.97,423.25
379.01,481.49,461.97,291.17,315.57,471.73,320.45,227.73,237.49,247.25,325.33,349.73
320.56,379.12,364.48,262.0,281.52,369.36,281.52,188.8,198.56,203.44,281.52,301.04
320.91,359.95,340.43,262.35,291.63,350.19,276.99,174.51,189.15,194.03,252.59,286.75
367.94,406.98,387.46,309.38,338.66,397.22,319.14,221.54,236.18,236.18,299.62,333.78
441.09,465.49,445.97,392.29,416.69,455.73,387.41,289.81,299.57,309.33,372.77,406.93
515.39,534.91,500.75,437.31,486.11,515.39,447.07,344.59,349.47,359.23,437.31,466.59
519.53,524.41,500.01,470.73,504.89,509.77,460.97,358.49,363.37,373.13,460.97,480.49
465.54,460.66,450.9,450.9,460.66,455.78,436.26,324.02,328.9,333.78,416.74,441.14
374.81,399.21,408.97,384.57,365.05,404.09,360.17,252.81,243.05,257.69,340.65,365.05
310.39,325.03,334.79,325.03,305.51,329.91,305.51,193.27,183.51,198.15,266.47,300.63
302.38,292.62,287.74,297.5,302.38,287.74,287.74,185.26,170.62,180.38,248.7,277.98
343.59,314.31,299.67,328.95,348.47,304.55,328.95,216.71,211.83,216.71,285.03,314.31
397.5,368.22,368.22,412.14,412.14,368.22,392.62,275.5,270.62,275.5,348.7,373.1
451.41,427.01,441.65,495.33,470.93,431.89,466.05,344.05,329.41,334.29,397.73,427.01
473.1,458.46,482.86,531.66,492.62,468.22,497.5,365.74,351.1,351.1,429.18,448.7
445.57,440.69,469.97,509.01,460.21,455.33,469.97,328.45,318.69,323.57,396.77,411.41
381.15,371.39,400.67,444.59,400.67,386.03,410.43,264.03,249.39,264.03,332.35,346.99
305.06,285.54,319.7,383.14,329.46,300.18,339.22,197.7,178.18,183.06,251.38,275.78
265.71,236.43,270.59,348.67,294.99,251.07,290.11,148.59,124.19,133.95,212.03,221.79
284.49,250.33,279.61,362.57,313.77,264.97,308.89,167.37,142.97,142.97,221.05,250.33
344.15,300.23,329.51,427.11,378.31,314.87,378.31,236.79,207.51,202.63,295.35,314.87
417.3,383.14,412.42,495.38,446.58,397.78,456.34,314.82,285.54,280.66,363.62,388.02
464.33,420.41,449.69,547.29,498.49,435.05,508.25,366.73,342.33,337.45,410.65,439.93
459.8,420.76,450.04,537.88,493.96,435.4,498.84,357.32,332.92,332.92,401.24,425.64
401.35,357.43,391.59,494.07,440.39,372.07,450.15,308.63,289.11,289.11,352.55,381.83
327.83,283.91,318.07,420.55,366.87,298.55,366.87,220.47,200.95,205.83,274.15,298.55
279.14,249.86,279.14,352.34,308.42,264.5,308.42,166.9,147.38,147.38,215.7,244.98
274.61,245.33,274.61,347.81,303.89,259.97,313.65,162.37,137.97,147.73,216.05,240.45
316.76,282.6,316.76,404.6,350.92,297.24,350.92,204.52,180.12,189.88,258.2,287.48
389.91,355.75,389.91,477.75,424.07,370.39,428.95,287.43,258.15,267.91,331.35,355.75
449.57,420.29,454.45,532.53,478.85,434.93,483.73,347.09,317.81,327.57,395.89,415.41
463.47,443.95,478.11,541.55,487.87,458.59,497.63,356.11,326.83,336.59,419.55,424.43
433.88,419.24,443.64,492.44,453.4,429.0,458.28,316.76,292.36,297.24,385.08,385.08
348.03,338.27,377.31,430.99,372.43,357.79,396.83,250.43,221.15,230.91,299.23,308.99
288.49,249.45,283.61,376.33,322.65,264.09,342.17,190.89,176.25,186.01,239.69,264.09
270.72,241.44,270.72,343.92,300.0,256.08,314.64,163.36,153.6,153.6,217.04,241.44
297.29,277.77,311.93,375.37,321.69,292.41,346.09,194.81,185.05,180.17,243.61,263.13
365.84,346.32,380.48,443.92,390.24,360.96,429.28,273.12,258.48,253.6,317.04,331.68
424.63,409.99,453.91,522.23,453.91,429.51,512.47,370.95,346.55,322.15,366.07,380.71
451.2,456.08,504.88,548.8,470.72,480.48,587.84,475.6,431.68,378.0,373.12,392.64
418.79,472.47,531.03,511.51,418.79,501.75,613.99,531.03,477.35,399.27,345.59,365.11
349.49,447.09,510.53,427.57,329.97,476.37,578.85,525.17,486.13,383.65,276.29,290.93
292.92,414.92,463.72,331.96,253.88,439.32,536.92,517.4,493.0,385.64,229.48,234.36
277.97,439.01,463.41,248.69,209.65,448.77,502.45,526.85,512.21,409.73,219.41,219.41
321.15,467.55,462.67,238.19,243.07,462.67,535.87,609.07,618.83,516.35,267.47,262.59
410.09,541.85,507.69,278.33,327.13,522.33,639.45,780.97,805.37,693.13,375.93,351.53
493.0,619.88,575.96,341.72,405.16,595.48,756.52,932.2,1000.52,907.8,517.4,468.6
559.55,686.43,622.99,369.23,461.95,652.27,837.71,1028.03,1174.43,1091.47,627.87,559.55
594.06,725.82,623.34,325.66,476.94,672.14,823.42,999.1,1238.22,1218.7,716.06,623.34
560.01,725.93,603.93,233.05,413.61,662.49,686.89,813.77,1204.17,1292.01,799.13,682.01
520.65,745.13,588.97,96.09,330.33,667.05,486.49,535.29,1086.73,1320.97,862.25,725.61
491.48,842.84,662.28,-45.32,223.08,750.12,252.36,184.04,906.28,1321.08,950.2,798.92
496.71,999.35,809.03,-132.81,150.23,901.75,33.11,-147.45,721.19,1331.19,1082.31,921.27
529.1,1197.66,1021.98,-154.1,104.54,1109.82,-80.9,-422.5,514.46,1295.26,1246.46,1085.42
577.85,1285.45,1134.17,-76.07,148.41,1207.37,-56.55,-568.95,328.97,1217.13,1373.29,1222.01
622.87,1237.75,1101.11,42.15,247.11,1169.43,3.11,-602.01,173.91,1101.11,1442.71,1315.83
617.25,1085.73,968.61,148.77,324.45,1027.17,41.41,-612.51,51.17,939.33,1417.57,1319.97
519.34,792.62,734.06,265.58,353.42,763.34,99.66,-642.1,-100.42,709.66,1261.1,1192.78
374.93,487.17,501.81,350.53,326.13,492.05,160.21,-688.91,-327.79,355.41,1009.33,984.93
242.19,281.23,364.19,388.59,261.71,320.27,217.79,-733.81,-567.89,-40.85,725.31,744.83
156.1,175.62,322.02,439.14,219.54,248.82,273.22,-707.66,-741.82,-395.34,434.26,536.74
138.75,192.43,387.63,504.75,207.07,290.03,324.19,-656.69,-851.89,-681.09,241.23,412.03
168.26,197.54,431.78,622.1,270.74,314.66,387.86,-578.38,-939.5,-910.22,114.58,334.18
212.41,163.61,422.25,754.09,363.69,290.49,461.29,-475.67,-968.55,-1031.99,46.49,310.01
258.5,107.22,351.22,824.58,453.7,229.22,492.74,-346.62,-859.02,-917.58,48.66,292.66
250.49,16.25,245.61,826.33,479.85,128.49,499.37,-237.51,-735.27,-784.07,16.25,226.09
190.95,-72.57,151.91,771.67,434.95,39.67,473.99,-194.57,-667.93,-711.85,-33.53,137.27
129.5,-143.78,70.94,695.58,373.5,-36.42,349.1,-246.26,-670.82,-690.34,-75.46,70.94
109.67,-153.85,41.35,631.83,339.03,-56.25,236.55,-266.09,-636.97,-636.97,-95.29,51.11
162.61,-91.15,65.01,601.81,367.57,-13.07,191.89,-183.87,-510.83,-515.71,-42.35,84.53
236.91,-2.21,139.31,641.95,427.23,66.11,251.55,-26.61,-338.93,-353.57,56.35,163.71
319.82,100.22,231.98,695.58,495.5,163.66,319.82,95.34,-182.82,-197.46,163.66,251.5
386.37,171.65,283.89,718.21,547.41,225.33,381.49,176.53,-57.71,-77.23,230.21,308.29
391.6,162.24,264.72,713.68,557.52,211.04,416.0,211.04,25.6,1.2,254.96,318.4
357.55,103.79,186.75,650.35,523.47,142.83,416.11,201.39,54.99,35.47,245.31,294.11
303.55,54.67,118.11,557.31,459.71,83.95,381.63,196.19,64.43,40.03,210.83,249.87
264.62,49.9,98.7,469.58,396.38,74.3,352.46,201.18,79.18,49.9,181.66,206.06
274.73,94.17,128.33,435.77,382.09,108.81,377.21,250.33,123.45,89.29,196.65,221.05
331.52,170.48,194.88,463.28,424.24,180.24,438.88,321.76,199.76,170.48,263.2,282.72
419.31,277.79,287.55,512.03,492.51,282.67,492.51,394.91,316.83,292.43,370.51,375.39
478.97,376.49,386.25,552.17,532.65,381.37,542.41,469.21,415.53,386.25,435.05,444.81
492.87,424.55,434.31,546.55,531.91,429.43,541.67,478.23,448.95,419.67,448.95,468.47
458.4,404.72,409.6,497.44,487.68,404.72,512.08,453.52,438.88,404.72,429.12,438.88
382.31,333.51,343.27,426.23,411.59,338.39,450.63,396.95,392.07,348.15,353.03,372.55
317.89,278.85,288.61,356.93,342.29,283.73,386.21,332.53,332.53,293.49,283.73,303.25
290.36,251.32,265.96,339.16,314.76,256.2,383.08,314.76,324.52,285.48,265.96,285.48
316.93,273.01,292.53,380.37,346.21,282.77,419.41,355.97,360.85,326.69,307.17,321.81
390.36,356.2,370.84,439.16,414.76,361.08,483.08,424.52,424.52,395.24,380.6,385.48
468.67,424.75,429.63,502.83,493.07,424.75,561.39,502.83,497.95,473.55,454.03,468.67
505.0,456.2,456.2,529.4,529.4,456.2,583.08,534.28,524.52,500.12,475.72,490.36
496.99,423.79,409.15,506.75,526.27,414.03,565.31,531.15,526.27,492.11,487.23,482.35
422.81,369.13,364.25,442.33,447.21,364.25,505.77,471.61,466.73,427.69,413.05,413.05
336.96,307.68,317.44,371.12,356.48,312.56,429.68,395.52,410.16,366.24,332.08,336.96
302.49,263.45,268.33,331.77,322.01,263.45,400.09,365.93,385.45,336.65,307.37,297.61
316.39,267.59,272.47,350.55,340.79,267.59,413.99,379.83,409.11,360.31,335.91,316.39
376.05,341.89,346.77,405.33,395.57,341.89,468.77,434.61,463.89,429.73,385.81,376.05
454.08,439.44,439.44,463.84,458.96,439.44,537.04,507.76,537.04,507.76,444.32,449.2
496.23,501.11,505.99,505.99,496.23,501.11,574.31,549.91,579.19,545.03,491.35,491.35
501.46,496.58,491.7,496.58,501.46,491.7,569.78,550.26,569.78,540.5,506.34,496.58
443.01,433.25,433.25,447.89,447.89,433.25,525.97,506.45,521.09,491.81,452.77,447.89
374.37,349.97,345.09,379.25,384.13,345.09,457.33,442.69,457.33,418.29,384.13,374.37
325.68,281.76,272.0,330.56,340.32,276.88,418.4,408.64,413.52,369.6,354.96,335.44
321.15,272.35,262.59,326.03,340.67,267.47,413.87,399.23,423.63,379.71,321.15,321.15
373.06,334.02,319.38,363.3,382.82,324.26,456.02,446.26,480.42,436.5,368.18,363.3
446.21,416.93,402.29,431.57,451.09,407.17,529.17,519.41,558.45,519.41,451.09,446.21
496.11,486.35,481.47,491.23,496.11,481.47,583.95,569.31,613.23,579.07,510.75,505.87
510.01,514.89,510.01,500.25,505.13,510.01,588.09,583.21,632.01,602.73,534.41,514.89
470.66,480.42,475.54,456.02,460.9,475.54,548.74,543.86,592.66,558.5,485.3,480.42
399.45,404.33,399.45,389.69,394.57,399.45,477.53,477.53,511.69,487.29,423.85,418.97
335.03,330.15,325.27,330.15,335.03,325.27,422.87,427.75,457.03,427.75,359.43,359.43
322.14,297.74,283.1,307.5,327.02,287.98,400.22,409.98,439.26,400.22,336.78,336.78
353.59,329.19,314.55,338.95,358.47,319.43,436.55,451.19,480.47,436.55,377.99,368.23
427.02,407.5,387.98,397.74,427.02,397.74,505.1,519.74,568.54,514.86,456.3,436.78
495.57,480.93,461.41,466.29,490.69,471.17,573.65,583.41,641.97,588.29,519.97,505.33
527.02,517.26,497.74,492.86,522.14,507.5,614.86,624.62,692.94,639.26,556.3,546.54
504.37,489.73,470.21,475.09,499.49,479.97,587.33,597.09,665.41,621.49,533.65,523.89
439.95,425.31,405.79,410.67,435.07,415.55,518.03,527.79,610.75,571.71,469.23,459.47
368.74,368.74,349.22,329.7,358.98,358.98,441.94,456.58,534.66,490.74,398.02,388.26
324.51,334.27,319.63,290.35,309.87,324.51,397.71,422.11,480.67,446.51,358.67,348.91
