I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
25.56,30.44,15.8,-3.72,15.8,20.68,54.84,-52.52,-111.08,-120.84,-67.16,-37.88
25.91,6.39,-13.13,-3.37,25.91,-3.37,50.31,-52.17,-115.61,-120.49,-61.93,-37.53
77.82,53.42,29.02,43.66,77.82,38.78,77.82,-24.66,-73.46,-83.22,-24.66,9.5
160.73,131.45,97.29,107.05,155.85,111.93,111.93,38.73,-10.07,-14.95,53.37,82.65
215.51,186.23,156.95,171.59,215.51,171.59,147.19,69.11,25.19,20.31,103.27,127.67
219.65,175.73,156.21,205.01,229.41,165.97,156.21,68.37,39.09,34.21,122.05,151.33
180.3,126.62,107.1,170.54,194.94,116.86,107.1,29.02,-0.26,-5.14,77.82,111.98
109.09,50.53,31.01,99.33,128.61,40.77,26.13,-47.07,-76.35,-76.35,-3.15,35.89
25.15,-43.17,-43.17,59.31,59.31,-43.17,-28.53,-111.49,-145.65,-140.77,-67.57,-28.53
-2.38,-70.7,-65.82,41.54,31.78,-70.7,-56.06,-143.9,-178.06,-173.18,-99.98,-60.94
29.07,-44.13,-39.25,77.87,68.11,-44.13,-19.73,-112.45,-151.49,-151.49,-63.65,-34.37
92.74,24.42,34.18,146.42,131.78,29.3,48.82,-53.66,-92.7,-92.7,-19.5,29.3
146.65,92.97,117.37,224.73,185.69,102.73,117.37,0.25,-43.67,-38.79,39.29,83.21
168.34,114.66,148.82,265.94,212.26,129.3,158.58,31.7,-17.1,-17.1,65.86,109.78
135.93,82.25,126.17,253.05,184.73,101.77,145.69,23.69,-29.99,-39.75,33.45,72.49
66.63,17.83,66.63,188.63,115.43,42.23,76.39,-50.49,-104.17,-109.05,-40.73,3.19
-4.58,-48.5,0.3,117.42,39.34,-24.1,5.18,-121.7,-170.5,-180.26,-111.94,-63.14
-43.93,-82.97,-34.17,73.19,-0.01,-58.57,-34.17,-165.93,-209.85,-229.37,-146.41,-102.49
-34.91,-59.31,-5.63,87.09,4.13,-34.91,-30.03,-161.79,-200.83,-210.59,-127.63,-93.47
29.63,5.23,54.03,141.87,63.79,29.63,24.75,-107.01,-146.05,-155.81,-63.09,-33.81
93.02,78.38,136.94,219.9,127.18,107.66,93.02,-33.86,-72.9,-87.54,14.94,39.34
140.05,125.41,183.97,266.93,174.21,154.69,140.05,13.17,-30.75,-35.63,42.45,86.37
145.28,116.0,164.8,257.52,184.32,140.4,140.4,13.52,-35.28,-40.16,52.56,91.6
86.83,57.55,111.23,208.83,125.87,81.95,86.83,-44.93,-88.85,-93.73,3.87,33.15
18.19,-11.09,37.71,130.43,57.23,13.31,8.43,-103.81,-162.37,-167.25,-84.29,-35.49
-35.38,-93.94,-45.14,91.5,18.3,-69.54,-30.5,-147.62,-206.18,-206.18,-118.34,-74.42
-39.91,-98.47,-49.67,86.97,13.77,-74.07,-30.15,-152.15,-205.83,-210.71,-122.87,-83.83
7.12,-31.92,16.88,124.24,51.04,-7.52,12.0,-110.0,-163.68,-168.56,-85.6,-46.56
75.39,36.35,90.03,202.27,119.31,60.75,80.27,-36.85,-85.65,-95.41,-17.33,26.59
135.05,96.01,149.69,261.93,178.97,120.41,139.93,22.81,-25.99,-35.75,42.33,86.25
153.83,109.91,158.71,275.83,197.75,134.31,148.95,36.71,-12.09,-21.85,51.35,95.27
104.72,70.56,129.12,241.36,148.64,99.84,109.6,-7.52,-61.2,-66.08,16.88,60.8
38.39,9.11,62.79,160.39,77.43,33.51,38.39,-83.61,-132.41,-142.17,-54.33,-15.29
-30.91,-50.43,8.13,95.97,8.13,-21.15,-26.03,-138.27,-196.83,-206.59,-113.87,-79.71
-58.44,-73.08,-9.64,78.2,-19.4,-43.8,-43.8,-156.04,-219.48,-229.24,-156.04,-112.12
-36.75,-51.39,21.81,119.41,7.17,-17.23,12.05,-95.31,-163.63,-183.15,-124.59,-80.67
26.92,7.4,85.48,192.84,75.72,46.44,119.64,26.92,-60.92,-99.96,-70.68,-21.88
95.47,100.35,178.43,251.63,129.63,139.39,236.99,183.31,51.55,-7.01,-16.77,22.27
131.8,195.24,268.44,248.92,136.68,229.4,312.36,292.84,141.56,43.96,-9.72,24.44
104.27,221.39,299.47,201.87,84.75,260.43,333.63,362.91,206.75,84.75,-22.61,6.67
64.25,200.89,254.57,103.29,20.33,225.29,288.73,376.57,225.29,88.65,-57.75,-38.23
22.32,188.24,212.64,-11.84,-50.88,198.0,232.16,373.68,222.4,85.76,-85.04,-75.28
2.49,173.29,178.17,-70.71,-80.47,173.29,212.33,397.77,256.25,119.61,-80.47,-90.23
60.31,162.79,123.75,-66.57,-12.89,143.27,265.27,470.23,377.51,240.87,-17.77,-37.29
139.49,212.69,154.13,-11.79,71.17,183.41,354.21,593.33,559.17,427.41,110.21,66.29
232.16,344.4,266.32,22.32,134.56,305.36,437.12,642.08,729.92,642.08,266.32,202.88
313.35,464.63,352.39,15.67,181.59,406.07,435.35,547.59,835.51,835.51,425.59,332.87
338.1,547.94,406.42,-47.42,162.42,474.74,323.46,328.34,850.5,977.38,567.46,445.46
333.33,601.73,411.41,-179.07,103.97,504.13,113.73,-18.03,762.77,1065.33,689.57,533.41
289.09,664.85,445.25,-335.55,-8.59,552.61,-145.23,-423.39,625.81,1143.09,821.01,630.69
250.16,782.08,547.84,-481.84,-135.36,664.96,-374.48,-838.08,411.2,1172.48,991.92,752.8
230.99,880.03,660.43,-530.29,-203.33,767.79,-496.13,-1208.61,157.79,1167.95,1158.19,904.43
248.74,922.18,731.86,-468.62,-185.58,824.58,-517.42,-1420.22,-14.78,1171.06,1288.18,1049.06
287.73,917.25,761.09,-336.91,-107.55,839.17,-483.31,-1493.47,-107.55,1171.01,1410.13,1161.25
303.47,810.99,698.75,-174.77,-8.85,752.43,-389.49,-1516.77,-165.01,1133.07,1455.15,1206.27
258.81,522.33,468.65,19.69,97.77,493.05,-243.83,-1473.59,-238.95,956.65,1312.89,1098.17
165.78,214.58,214.58,141.38,141.38,214.58,-131.9,-1395.82,-390.54,604.98,1039.3,868.5
16.49,-7.91,70.17,187.29,65.29,31.13,-110.39,-1369.43,-613.03,167.77,694.81,597.21
-121.13,-165.05,-13.77,205.83,-23.53,-91.85,-169.93,-1389.93,-862.89,-301.69,332.71,342.47
-187.7,-241.38,-46.18,231.98,-65.7,-143.78,-221.86,-1373.54,-1075.86,-758.66,51.42,153.9
-205.05,-307.53,-63.53,336.63,-34.25,-185.53,-185.53,-1298.17,-1298.17,-1220.09,-156.25,14.55
-156.02,-331.7,-68.18,458.86,63.58,-199.94,-151.14,-1200.34,-1395.54,-1424.82,-258.5,-34.02
-72.83,-336.35,-87.47,556.69,180.93,-214.35,-82.59,-1019.55,-1244.03,-1253.79,-219.23,-28.91
-46.26,-343.94,-90.18,612.54,227.02,-217.06,-16.98,-856.34,-1080.82,-1095.46,-236.58,-56.02
-78.67,-351.95,-88.43,585.01,189.73,-220.19,-64.03,-791.15,-971.71,-986.35,-268.99,-117.71
-123.57,-377.33,-133.33,491.31,125.31,-255.33,-211.41,-801.89,-943.41,-943.41,-309.01,-187.01
-155.74,-394.86,-189.9,376.18,63.86,-292.38,-350.94,-780.38,-902.38,-892.62,-346.06,-233.82
-160.93,-380.53,-209.73,292.91,34.27,-297.57,-409.81,-702.61,-814.85,-814.85,-356.13,-248.77
-132.39,-347.11,-190.95,287.29,53.05,-269.03,-395.91,-615.51,-713.11,-722.87,-322.71,-225.11
-58.09,-277.69,-136.17,337.19,122.47,-209.37,-292.33,-477.77,-565.61,-575.37,-238.65,-150.81
29.7,-185.02,-58.14,390.82,200.5,-121.58,-145.98,-321.66,-385.1,-414.38,-121.58,-48.38
96.25,-123.35,-15.99,423.21,257.29,-69.67,-35.51,-206.31,-259.99,-299.03,-50.15,13.29
121.0,-93.72,-15.64,384.52,267.4,-54.68,13.64,-127.88,-181.56,-225.48,-30.28,18.52
82.07,-108.25,-44.81,306.55,208.95,-78.97,18.63,-93.61,-152.17,-210.73,-54.57,-15.53
23.19,-152.49,-103.69,208.63,135.43,-128.09,3.67,-89.05,-162.25,-230.57,-108.57,-74.41
-15.74,-162.14,-127.98,125.78,72.1,-147.5,-25.5,-103.58,-176.78,-230.46,-118.22,-108.46
-10.51,-117.87,-93.47,91.97,52.93,-108.11,-30.03,-83.71,-147.15,-186.19,-93.47,-88.59
36.52,-36.68,-12.28,124.36,85.32,-26.92,21.88,-12.28,-61.08,-109.88,-22.04,-26.92
104.79,60.87,90.15,187.75,138.95,75.51,99.91,80.39,36.47,-17.21,41.35,51.11
154.69,120.53,159.57,252.29,188.85,140.05,174.21,169.33,105.89,57.09,120.53,110.77
173.47,129.55,163.71,266.19,212.51,144.19,207.63,207.63,149.07,85.63,139.31,129.55
139.0,80.44,109.72,226.84,182.92,95.08,182.92,178.04,124.36,60.92,114.6,90.2
72.67,14.11,38.51,150.75,111.71,23.87,126.35,116.59,72.67,9.23,43.39,23.87
3.37,-35.67,-6.39,81.45,37.53,-21.03,66.81,57.05,8.25,-55.19,-35.67,-50.31
-38.8,-48.56,0.24,63.68,-9.52,-24.16,44.16,44.16,-4.64,-68.08,-58.32,-72.96
-2.47,-12.23,31.69,90.25,21.93,7.29,80.49,80.49,26.81,-21.99,-17.11,-36.63
75.84,66.08,100.24,149.04,95.36,80.72,144.16,158.8,95.36,51.44,41.68,31.92
144.39,110.23,144.39,232.23,178.55,124.87,212.71,237.11,163.91,129.75,110.23,100.47
190.48,146.56,166.08,253.92,219.76,156.32,258.8,278.32,205.12,170.96,151.44,141.68
158.07,123.91,153.19,236.15,187.35,138.55,241.03,260.55,182.47,148.31,128.79,123.91
83.89,54.61,93.65,176.61,118.05,74.13,181.49,201.01,132.69,83.89,64.37,64.37
27.32,2.92,27.32,90.76,51.72,12.68,100.52,134.68,61.48,17.56,-11.72,-21.48
-16.91,-31.55,-2.27,51.41,2.61,-16.91,61.17,105.09,27.01,-21.79,-51.07,-55.95
-17.65,-17.65,26.27,70.19,1.87,1.87,75.07,104.35,45.79,1.87,-27.41,-32.29
56.65,22.49,51.77,134.73,85.93,37.13,149.37,178.65,129.85,81.05,56.65,32.25
134.68,115.16,139.56,193.24,154.2,124.92,217.64,261.56,198.12,159.08,124.92,95.64
191.47,181.71,196.35,225.63,201.23,186.59,259.79,318.35,250.03,206.11,157.31,147.55
182.06,177.18,196.7,225.98,191.82,186.94,255.26,289.42,230.86,191.82,152.78,147.9
128.49,113.85,133.37,177.29,143.13,123.61,216.33,245.61,187.05,148.01,104.09,99.21
50.09,20.81,45.21,113.53,74.49,30.57,152.57,191.61,128.17,79.37,54.97,35.45
-3.48,-32.76,-8.36,59.96,20.92,-23.0,94.12,138.04,84.36,25.8,-8.36,-18.12
-3.13,-32.41,-12.89,50.55,21.27,-22.65,94.47,138.39,89.59,31.03,-17.77,-22.65
39.02,29.26,53.66,92.7,53.66,39.02,136.62,180.54,136.62,78.06,34.14,29.26
112.17,92.65,117.05,170.73,131.69,102.41,214.65,258.57,219.53,156.09,112.17,107.29
181.59,176.71,191.35,215.75,191.35,181.59,269.43,323.11,284.07,220.63,181.59,162.07
190.61,190.61,210.13,229.65,200.37,200.37,288.21,341.89,293.09,239.41,195.49,180.85
156.14,131.74,146.38,200.06,175.66,136.62,253.74,312.3,268.38,209.82,170.78,151.26
94.69,60.53,65.41,123.97,114.21,60.53,172.77,241.09,197.17,138.61,94.69,75.17
30.27,10.75,15.63,49.79,40.03,10.75,113.23,176.67,132.75,74.19,15.63,0.99
-2.14,-11.9,2.74,32.02,7.62,-7.02,110.1,173.54,124.74,61.3,7.62,-7.02
39.07,29.31,34.19,53.71,43.95,29.31,136.67,214.75,161.07,92.75,43.95,19.55
97.86,88.1,102.74,132.02,107.62,92.98,200.34,278.42,239.38,171.06,112.5,83.22
171.29,161.53,171.29,195.69,181.05,166.41,273.77,346.97,312.81,244.49,185.93,161.53
202.74,188.1,197.86,232.02,212.5,192.98,310.1,383.3,349.14,285.7,212.5,188.1
184.97,170.33,175.21,204.49,194.73,170.33,287.45,365.53,336.25,272.81,184.97,165.45
125.43,125.43,125.43,125.43,125.43,125.43,218.15,305.99,266.95,218.15,130.31,105.91
49.34,44.46,49.34,63.98,54.22,44.46,146.94,234.78,195.74,146.94,73.74,39.58
14.87,5.11,5.11,19.75,19.75,5.11,117.35,210.07,161.27,117.35,34.39,5.11
28.77,28.77,28.77,28.77,28.77,28.77,131.25,223.97,180.05,136.13,53.17,19.01
93.31,88.43,83.55,88.43,93.31,83.55,190.91,288.51,244.59,200.67,112.83,78.67
185.98,166.46,142.06,146.94,181.1,151.82,264.06,361.66,322.62,268.94,176.22,146.94
228.13,213.49,193.97,198.85,223.25,203.73,315.97,418.45,384.29,330.61,237.89,193.97
213.84,218.72,208.96,194.32,204.08,213.84,306.56,413.92,389.52,335.84,218.72,194.32
145.63,155.39,160.27,150.51,140.75,155.39,252.99,374.99,345.71,292.03,174.91,145.63
81.87,67.23,62.35,81.87,86.75,62.35,179.47,311.23,291.71,233.15,106.27,76.99
42.94,23.42,3.9,13.66,42.94,13.66,130.78,257.66,243.02,189.34,57.58,23.42
28.65,28.65,18.89,9.13,23.77,23.77,126.25,262.89,238.49,189.69,67.69,18.89
80.56,80.56,65.92,51.28,70.8,70.8,168.4,309.92,285.52,241.6,104.96,61.04
153.71,173.23,158.59,114.67,134.19,163.47,246.43,397.71,368.43,324.51,173.23,143.95
218.25,228.01,208.49,174.33,203.61,218.25,306.09,462.25,437.85,389.05,242.65,213.37
241.91,222.39,193.11,193.11,237.03,207.75,329.75,490.79,476.15,417.59,266.31,241.91
212.32,187.92,148.88,148.88,202.56,168.4,290.4,456.32,446.56,388.0,231.84,192.8
126.47,126.47,102.07,77.67,111.83,111.83,224.07,394.87,389.99,331.43,170.39,136.23
76.69,71.81,32.77,3.49,57.17,52.29,154.77,340.21,335.33,271.89,110.85,71.81
54.04,39.4,0.36,-14.28,39.4,19.88,127.24,332.2,341.96,263.88,102.84,54.04
85.49,95.25,56.21,2.53,61.09,75.73,153.81,353.89,363.65,295.33,148.93,80.61
149.16,173.56,139.4,71.08,119.88,154.04,227.24,432.2,446.84,378.52,217.48,158.92
222.59,227.47,188.43,144.51,198.19,207.95,300.67,520.27,534.91,461.71,286.03,246.99
258.92,244.28,200.36,180.84,244.28,219.88,341.88,566.36,576.12,512.68,322.36,278.44
246.03,231.39,177.71,148.43,226.51,202.11,319.23,553.47,563.23,499.79,309.47,260.67
181.61,171.85,118.17,79.13,157.21,142.57,259.69,503.69,523.21,445.13,249.93,201.13
125.04,115.28,46.96,-6.72,95.76,81.12,188.48,442.24,476.4,388.56,178.72,134.8
80.81,80.81,17.37,-46.07,46.65,46.65,149.13,412.65,446.81,363.85,144.25,95.45
104.47,99.59,26.39,-37.05,70.31,60.55,153.27,436.31,470.47,387.51,158.15,114.23
173.89,164.13,81.17,12.85,134.85,120.21,217.81,515.49,554.53,471.57,232.45,183.65
242.16,247.04,168.96,86.0,198.24,208.0,295.84,593.52,637.44,569.12,315.36,261.68
294.07,298.95,215.99,128.15,250.15,255.03,342.87,669.83,708.87,625.91,381.91,318.47
284.66,299.3,221.22,123.62,235.86,260.26,338.34,655.54,699.46,626.26,396.9,313.94
235.97,231.09,148.13,74.93,196.93,187.17,294.53,621.49,670.29,592.21,338.45,265.25
172.21,157.57,64.85,-3.47,133.17,108.77,230.77,572.37,616.29,538.21,284.45,211.25
123.52,104.0,6.4,-61.92,84.48,55.2,177.2,533.44,582.24,509.04,235.76,162.56
118.99,118.99,21.39,-76.21,70.19,70.19,172.67,553.31,611.87,528.91,231.23,162.91
170.9,175.78,73.3,-34.06,117.22,122.1,224.58,614.98,678.42,600.34,288.02,219.7
248.93,258.69,151.33,29.33,190.37,205.01,287.97,707.65,771.09,697.89,370.93,297.73
318.35,332.99,215.87,79.23,250.03,274.43,342.75,772.19,850.27,772.19,440.35,367.15
346.89,361.53,229.77,78.49,273.69,293.21,361.53,805.61,888.57,825.13,488.41,395.69
317.3,317.3,175.78,34.26,244.1,244.1,327.06,790.66,868.74,805.3,463.7,370.98
255.85,250.97,99.69,-41.83,182.65,172.89,260.73,743.85,821.93,763.37,402.25,319.29
196.31,206.07,49.91,-120.89,113.35,127.99,186.55,684.31,767.27,718.47,337.83,254.87
163.9,193.18,46.78,-143.54,76.06,119.98,173.66,686.06,778.78,725.1,334.7,251.74
200.23,234.39,83.11,-116.97,107.51,156.31,209.99,746.79,834.63,780.95,400.31,297.83
278.54,307.82,146.78,-58.18,180.94,224.86,273.66,829.98,932.46,873.9,483.5,376.14
361.73,386.13,210.45,0.61,259.25,298.29,337.33,908.29,1030.29,976.61,561.81,459.33
407.82,432.22,241.9,17.42,300.46,334.62,373.66,964.14,1086.14,1037.34,622.54,500.54
385.17,409.57,219.25,-5.23,277.81,311.97,351.01,965.89,1102.53,1053.73,619.41,492.53
345.15,374.43,159.71,-98.93,223.15,267.07,291.47,916.11,1062.51,1028.35,579.39,447.63
278.82,298.34,78.74,-170.14,156.82,186.1,215.38,869.3,1015.7,986.42,522.82,395.94
239.47,244.35,24.75,-199.73,127.23,132.11,180.91,854.35,1005.63,981.23,507.87,385.87
263.13,292.41,63.05,-210.23,131.37,175.29,185.05,878.01,1034.17,1019.53,536.41,409.53
332.55,371.59,132.47,-165.21,191.03,249.59,234.95,947.43,1113.35,1098.71,605.83,474.07
425.22,459.38,200.74,-106.7,278.82,327.62,303.22,1049.86,1230.42,1210.9,708.26,571.62
477.13,506.41,242.89,-64.55,330.73,374.65,350.25,1106.65,1301.85,1292.09,779.69,633.29
477.48,526.28,257.88,-83.72,316.44,389.64,340.84,1087.48,1307.08,1307.08,784.92,643.4
438.55,487.35,204.31,-151.93,272.63,345.83,277.51,1063.19,1287.67,1287.67,755.75,619.11
369.91,423.59,135.67,-230.33,199.11,277.19,199.11,999.43,1243.43,1243.43,701.75,560.23
326.1,384.66,86.98,-298.54,145.54,233.38,140.66,955.62,1204.5,1224.02,682.34,531.06
331.33,404.53,97.09,-317.71,141.01,248.37,136.13,960.85,1219.49,1243.89,711.97,541.17
383.24,451.56,139.24,-275.56,192.92,295.4,168.52,1017.64,1276.28,1310.44,759.0,602.84
466.15,539.35,217.27,-212.17,266.07,378.31,241.67,1090.79,1368.95,1403.11,851.67,690.63
535.57,613.65,281.81,-167.15,330.61,447.73,291.57,1150.45,1443.25,1482.29,935.73,764.93
549.47,632.43,300.59,-153.25,339.63,466.51,300.59,1169.23,1471.79,1515.71,964.27,793.47
515.0,597.96,261.24,-197.48,305.16,427.16,251.48,1125.0,1442.2,1491.0,934.68,759.0
448.67,546.27,204.67,-283.33,229.07,375.47,170.51,1044.03,1380.75,1434.43,878.11,702.43
384.25,496.49,154.89,-352.63,154.89,325.69,91.45,974.73,1321.21,1384.65,823.45,642.89
371.36,488.48,137.12,-389.92,137.12,312.8,59.04,937.44,1303.44,1366.88,820.32,625.12
397.93,519.93,173.45,-353.59,163.69,344.25,100.25,964.01,1339.77,1417.85,861.53,671.21
471.36,583.6,232.24,-285.04,237.12,407.92,168.8,1027.68,1408.32,1491.28,944.72,759.28
549.67,671.67,310.55,-231.13,305.67,491.11,222.71,1076.71,1462.23,1550.07,1018.15,818.07
571.36,717.76,366.4,-204.56,322.48,542.08,244.4,1088.64,1483.92,1576.64,1030.08,839.76
553.59,695.11,338.87,-227.21,304.71,514.55,216.87,1051.35,1446.63,1544.23,1012.31,821.99
479.41,611.17,264.69,-276.99,240.29,435.49,157.33,967.41,1377.33,1470.05,943.01,762.45
403.32,525.32,183.72,-338.44,169.08,354.52,81.24,871.8,1286.6,1384.2,862.04,676.6
368.85,490.85,144.37,-382.67,134.61,315.17,27.25,812.93,1227.73,1325.33,808.05,622.61
363.23,519.39,192.43,-368.77,119.23,353.47,31.39,773.15,1207.47,1309.95,802.43,616.99
418.01,588.81,266.73,-309.11,169.13,427.77,86.17,803.53,1252.49,1354.97,852.33,671.77
491.16,622.92,300.84,-216.44,261.8,461.88,159.32,881.56,1301.24,1403.72,915.72,735.16
504.03,655.31,367.39,-145.01,284.43,508.91,206.35,889.55,1304.35,1416.59,948.11,772.43
484.86,660.54,387.26,-149.54,260.38,523.9,196.94,841.1,1251.02,1358.38,914.3,743.5
426.41,582.57,314.17,-188.47,211.69,445.93,153.13,768.01,1168.17,1265.77,846.09,675.29
348.01,499.29,235.77,-252.23,138.17,367.53,79.61,665.21,1055.61,1148.33,748.17,582.25
279.8,435.96,187.08,-296.04,74.84,309.08,21.16,572.6,958.12,1036.2,650.68,499.4
255.75,411.91,182.55,-281.05,60.55,294.79,11.75,529.03,899.91,982.87,602.23,460.71
293.02,444.3,224.7,-219.38,107.58,332.06,63.66,541.9,907.9,981.1,624.86,483.34
346.65,493.05,292.97,-126.71,170.97,390.57,131.93,576.01,932.25,1005.45,658.97,527.21
386.79,528.31,347.75,-42.65,225.75,435.59,191.59,606.39,938.23,1006.55,679.59,552.71
390.93,537.33,366.53,-23.87,229.89,449.49,210.37,591.01,908.21,976.53,659.33,547.09
336.94,473.58,317.42,-43.7,190.54,395.5,171.02,517.5,810.3,868.86,576.06,483.34
246.21,392.61,255.97,-100.27,104.69,324.29,94.93,407.25,680.53,739.09,465.81,377.97
176.91,313.55,181.79,-154.93,40.27,245.23,35.39,318.43,567.31,625.87,376.99,294.03
134.74,256.74,144.5,-148.3,17.62,198.18,7.86,266.5,495.86,549.54,315.3,251.86
161.31,263.79,156.43,-102.21,53.95,210.11,39.31,278.43,498.03,527.31,327.23,258.91
220.1,322.58,224.98,-23.9,117.62,273.78,112.74,327.46,527.54,556.82,356.74,298.18
274.01,376.49,293.53,59.29,181.29,332.57,181.29,356.97,547.29,571.69,405.77,337.45
300.58,393.3,315.22,100.5,212.74,354.26,212.74,364.02,534.82,559.22,412.82,349.38
263.29,356.01,292.57,92.49,185.21,321.85,185.21,321.85,473.13,487.77,346.25,302.33
184.23,272.07,223.27,42.71,115.91,247.67,125.67,223.27,359.91,389.19,257.43,223.27
108.14,186.22,142.3,-18.74,44.7,161.82,54.46,142.3,259.42,283.82,166.7,142.3
54.15,132.23,102.95,-43.45,0.47,117.59,10.23,88.31,181.03,205.43,102.95,83.43
58.29,136.37,116.85,-19.79,9.49,126.61,29.01,87.57,165.65,190.05,102.21,82.69
113.07,191.15,176.51,44.75,64.27,181.39,83.79,132.59,205.79,220.43,142.35,127.71
181.34,230.14,220.38,137.42,152.06,225.26,166.7,200.86,264.3,274.06,200.86,195.98
228.37,257.65,247.89,194.21,208.85,252.77,223.49,238.13,291.81,301.57,252.77,228.37
218.96,258.0,253.12,189.68,194.56,253.12,204.32,209.2,258.0,262.88,238.48,199.44
160.51,209.31,209.31,136.11,136.11,209.31,155.63,140.99,184.91,189.79,145.87,136.11
77.23,135.79,145.55,67.47,52.83,140.67,82.11,62.59,96.75,106.51,62.59,57.71
18.78,43.18,57.82,38.3,13.9,48.06,33.42,4.14,28.54,38.3,-0.74,4.14
14.25,28.89,43.53,38.65,14.25,33.77,24.01,-15.03,4.49,19.13,-10.15,-5.27
51.52,75.92,100.32,90.56,51.52,85.68,66.16,27.12,32.0,36.88,22.24,32.0
119.79,153.95,183.23,163.71,114.91,168.59,139.31,90.51,90.51,95.39,90.51,105.15
179.45,198.97,228.25,228.25,184.33,213.61,203.85,150.17,140.41,150.17,164.81,164.81
188.47,193.35,227.51,256.79,203.11,207.99,222.63,164.07,159.19,164.07,168.95,173.83
149.12,154.0,188.16,217.44,163.76,168.64,188.16,114.96,110.08,114.96,110.08,124.72
77.91,82.79,116.95,146.23,92.55,97.43,112.07,38.87,33.99,33.99,38.87,58.39
13.49,-6.03,28.13,91.57,37.89,8.61,52.53,-20.67,-30.43,-25.55,-20.67,-6.03
0.6,-14.04,10.36,59.16,20.12,-4.28,20.12,-53.08,-62.84,-57.96,-48.2,-38.44
32.05,22.29,46.69,85.73,46.69,32.05,51.57,-31.39,-41.15,-36.27,-36.27,-11.87
95.72,85.96,115.24,159.16,115.24,100.6,125.0,37.16,22.52,32.28,42.04,56.68
149.63,154.51,198.43,237.47,169.15,174.03,203.31,120.35,95.95,100.83,110.59,130.11
171.32,171.32,225.0,278.68,195.72,195.72,234.76,156.68,127.4,137.16,161.56,161.56
163.31,163.31,202.35,241.39,182.83,182.83,212.11,124.27,90.11,99.87,114.51,124.27
103.77,94.01,128.17,176.97,123.29,108.65,142.81,64.73,30.57,30.57,30.57,50.09
22.8,8.16,52.08,120.4,52.08,27.68,76.48,-1.6,-30.88,-35.76,-45.52,-16.24
-16.55,-31.19,12.73,81.05,12.73,-11.67,37.13,-40.95,-65.35,-70.23,-65.35,-45.83
-2.65,-2.65,41.27,85.19,16.87,16.87,46.15,-27.05,-51.45,-56.33,-56.33,-31.93
61.89,61.89,100.93,139.97,81.41,81.41,96.05,27.73,3.33,3.33,-11.31,22.85
135.04,130.16,169.2,218.0,154.56,149.68,178.96,105.76,81.36,76.48,71.6,100.88
182.07,162.55,201.59,269.91,211.35,182.07,225.99,157.67,128.39,128.39,133.27,157.67
182.42,148.26,182.42,270.26,216.58,162.9,226.34,162.9,123.86,128.74,128.74,153.14
133.73,94.69,123.97,211.81,167.89,109.33,177.65,114.21,75.17,80.05,70.29,104.45
60.21,11.41,40.69,143.17,99.25,26.05,104.13,45.57,6.53,6.53,1.65,35.81
11.52,-27.52,-3.12,79.84,40.8,-17.76,45.68,-8.0,-51.92,-51.92,-56.8,-22.64
2.11,-22.29,6.99,75.31,26.51,-7.65,36.27,-17.41,-51.57,-56.45,-71.09,-41.81
49.14,29.62,58.9,117.46,73.54,44.26,78.42,29.62,0.34,-4.54,-38.7,5.22
122.29,102.77,132.05,190.61,146.69,117.41,151.57,112.53,83.25,73.49,63.73,78.37
172.19,157.55,196.59,260.03,196.59,177.07,216.11,167.31,152.67,142.91,123.39,147.79
190.97,171.45,205.61,269.05,215.37,186.09,230.01,186.09,166.57,156.81,137.29,166.57
156.5,117.46,146.74,234.58,190.66,132.1,195.54,156.5,127.22,122.34,107.7,132.1
90.17,41.37,65.77,163.37,124.33,51.13,119.45,99.93,56.01,56.01,21.85,60.89
25.75,-8.41,15.99,94.07,55.03,1.35,59.91,30.63,-8.41,-3.53,-37.69,-3.53
7.98,-26.18,-6.66,66.54,32.38,-16.42,27.5,7.98,-31.06,-31.06,-65.22,-35.94
39.43,5.27,24.79,97.99,63.83,15.03,68.71,39.43,-4.49,0.39,-38.65,-9.37
103.1,64.06,88.46,171.42,132.38,73.82,142.14,112.86,73.82,73.82,29.9,54.3
161.89,142.37,176.53,239.97,186.29,157.01,200.93,171.65,132.61,137.49,93.57,127.73
193.34,183.58,217.74,266.54,212.86,198.22,237.26,203.1,159.18,168.94,125.02,159.18
180.45,165.81,190.21,239.01,199.97,175.57,209.73,180.45,136.53,156.05,107.25,136.53
116.03,81.87,106.27,184.35,145.31,91.63,145.31,120.91,76.99,96.51,52.59,67.23
39.94,15.54,44.82,113.14,64.34,30.18,78.98,54.58,10.66,30.18,-8.86,5.78
0.59,-33.57,-4.29,78.67,29.87,-18.93,44.51,24.99,-28.69,-14.05,-53.09,-28.69
19.37,-9.91,14.49,82.81,43.77,-0.15,48.65,34.01,-24.55,-5.03,-39.19,-19.67
83.91,54.63,74.15,137.59,108.31,64.39,113.19,98.55,44.87,54.63,20.47,44.87
152.18,127.78,152.18,215.62,176.58,137.54,181.46,181.46,122.9,132.66,93.62,113.14
204.09,184.57,204.09,252.89,223.61,194.33,228.49,208.97,160.17,169.93,150.41,160.17
184.92,180.04,214.2,258.12,204.44,194.68,228.84,189.8,150.76,160.52,141.0,155.64
136.23,111.83,141.11,209.43,160.63,126.47,180.15,150.87,106.95,116.71,97.19,106.95
